commit_hash,conf_HIGH,conf_MEDIUM,conf_LOW,sev_HIGH,sev_MEDIUM,sev_LOW,unique_CWEs
7d3758c44caf789d4d56072e4c2f8d212318ff15,60,1,0,0,5,56,6
a03accff9c984a81fd4ba92335a121d76a766aae,60,1,0,0,5,56,6
9f785a5fbaa6f22d0f9c02d0050b7e2450ea9f39,60,1,0,0,5,56,6
9fcdd0de5f452eb9d8b98c146ef1e4b08cb27823,60,1,0,0,5,56,6
8744c878f4c46fc141a4c4bea888341dfba004e9,60,1,0,0,5,56,6
9ac16ab72258c2a7abd26de75e4dd909ce87d43a,60,1,0,0,5,56,6
2d7b9d579a72442ffdcf1afb93d3b489a9037111,60,1,0,0,5,56,6
5fcb668f07fa8ddecf346bb1832da18cb4fbf7f2,62,1,0,0,5,58,6
76afc42e9a72fc25245fc54e7c3ba09b5f87f556,62,1,0,0,5,58,6
37a05094ea446ef2c9fc423e5c63eb5f2b1dc707,60,1,0,0,5,56,6
4d7f6093b4c5fe09c3639218196f7a4c9cff5cf0,60,1,0,0,5,56,6
1794e4d0bab7b83ca0b899f45a25bfd243033524,60,1,0,0,5,56,6
8246d0da5daf8f3d0bfab05791a0fd7732fd2c8d,60,1,0,0,5,56,6
4a6a12573998be1f50fe3d4c7f55a77b14f096dd,60,1,0,0,5,56,6
185f6428264f25dcdbd4faeb6062dbc75d8b1ed9,60,1,0,0,5,56,6
fce92347fa1e847271b0ef5b68bd4c4f6dbd4234,60,1,0,0,5,56,6
13fdc9629d62407111b12cca5023c91e83fd9078,60,1,0,0,5,56,6
b470a47da778fc11716e0c43305937b396edaaa9,60,1,0,0,5,56,6
7148d6bcedb57573504b7f390c5b01dd2a74bd0f,60,1,0,0,5,56,6
0b350e248bb58908f685189a2d3081d732a838ab,60,1,0,0,5,56,6
9ae5b4dee37108602b963b5f5624cec3de9b6cdf,60,1,0,0,5,56,6
6d753a297ae6e4c8251275757517104a6c873202,60,1,0,0,5,56,6
c6c1a49edea28dd0a46082a93b186fda64d3a7e9,60,1,0,0,5,56,6
e2e785d6c99b629b63560fe145070c5726f10ae6,60,1,0,0,5,56,6
bafea89ac9d11dc168bce923a65501ec74312afe,60,1,0,0,5,56,6
00b34f202044dd841c96c4bd60322d849226c8d7,60,1,0,0,5,56,6
744e695340c5691551f2650d99db71964cb292c7,59,1,0,0,5,55,6
33dbf049856f0f9e42b6791d926fe04707128440,59,1,0,0,5,55,6
3d9a0cd25e4604625b9740a98c46f4c5e272a10d,59,1,0,0,5,55,6
f427fc67df75513be0cd3f3329e327a9a19401c3,59,1,0,0,5,55,6
0c69ab6a32d4193f03ba9a604278eb3ce9699518,59,1,0,0,5,55,6
c13d2a946b1c2fc82596da3d2db251053aab32e9,59,1,0,0,5,55,6
39fbb677dcc86fc32075249e66a3cbaba508aa7b,59,1,0,0,5,55,6
96d44bd560564882ddc6f0d81b92ca2a00b5954b,59,1,0,0,5,55,6
24eefef5bf185f7523799b5fcf71b4a90fca8c24,59,1,0,0,5,55,6
7a7bf83f117034b5cdf60ae85511c1b004769651,59,1,0,0,5,55,6
db421e3981d77676db4a701df9f850fedd545cc7,59,1,0,0,5,55,6
